N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO_PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO
N253;PE;11476;PNSU;54436;2054351;MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE COQUIN, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE COLPAS;HUANUCO;AMBO;COLPAS;655;252228;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N254;PE;11476;PNSU;29858;2028101;MEJORAMIENTO DE LAS REDES DE ALCANTARILLADO DE LAS PRINCIPALES CALLES DEL PUEBLO JOVEN VILLAMARIA DEL DISTRITO DE NUEVO CHIMBOTE;MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE;ANCASH;SANTA;NUEVO CHIMBOTE;9254;1824714;Transferencia;Directa;OBRA;Concluido
N255;PE;11476;PNSU;40578;2045295;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LOS SECTORES MEDIO Y ALTO CHILCA - HUANCAYO;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE HUANCAYO;JUNIN;HUANCAYO;CHILCA;14602;2047714.56;Transferencia;Directa;OBRA;Concluido
N256;PE;11476;PNSU;11557;2031630;MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO BASICO - AGUA Y DESAGUE DE CAMPO VERDE;REGION UCAYALI-SEDE CENTRAL;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;8559;36691192.32;Transferencia;Indirecta;OBRA;Paralizada
N257;PE;11476;PNSU;146923;2235790;AMPLIACION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DE ALTO LIMA A 250 L S EN LA PROVINCIA DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;296136;5701224.52;Transferencia;Indirecta;OBRA;Paralizada
N258;PE;11476;PNSU;59188;2065766;INSTALACION DE SISTEMA DE AGUA Y DESAGUE Y ALCANTARILLADO DE PUCUTIN, QUIPAS, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE YANAS;HUANUCO;DOS DE MAYO;YANAS;400;706803;Transferencia;Directa;OBRA;Concluido
N259;PE;11476;PNSU;220844;2173704;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO  DE LA LOCALIDAD DE  EL PROGRESO, DISTRITO DE PROGRESO - GRAU - APURIMAC;MUNICIPALIDAD DISTRITAL DE PROGRESO;APURIMAC;GRAU;PROGRESO;2478;13400620.09;Transferencia;Indirecta;OBRA;En Ejecución
N260;PE;11476;PNSU;45431;2046288;MEJORAMIENTO DEL SISTEMA INTEGRAL DE AGUA POTABLE Y CONSTRUCCIÓN DEL ALCANTARILLADO DE LA VILLA SANTA MARIA DE NIEVA - DISTRITO DE NIEVA, PROVINCIA DE CONDORCANQUI - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI;AMAZONAS;CONDORCANQUI;NIEVA;3341;10207135.47;Transferencia;Indirecta;OBRA;Concluido
N261;PE;11476;PNSU;54247;2058636;AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE OMIA -DISTRITO DE OMIA, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;1080;751329;Transferencia;Directa;OBRA;Concluido
N262;PE;11476;PNSU;73994;2059013;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO LA DIVISORIA, PROVINCIA DE PADRE ABAD - UCAYALI;MUNICIPALIDAD PROVINCIAL DE PADRE ABAD;UCAYALI;PADRE ABAD;PADRE ABAD;381;1117382.4;Transferencia;Indirecta;OBRA;Concluido
N263;PE;11476;PNSU;117166;2104243;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE CUCHUMBAYA, DISTRITO DE CUCHUMBAYA - MARISCAL NIETO - MOQUEGUA;MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;653;2153792.76;Transferencia;Indirecta;OBRA;Concluido
N264;PE;11476;PNSU;272658;2186612;REHABILITACION DEL SISTEMA DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN LOS AH PILAR NORES DE GARCIA Y FRANCISCO BOLOGNESI DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;MUNICIPALIDAD PROVINCIAL DE SULLANA;PIURA;SULLANA;SULLANA;875;798666.54;Transferencia;Indirecta;OBRA;Concluido
N265;PE;11476;PNSU;201631;2155170;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN EL DISTRITO DE CHOJATA - GENERAL SANCHEZ CERRO - MOQUEGUA;MUNICIPALIDAD DISTRITAL DE CHOJATA;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;2425;2839538.38;Transferencia;Indirecta;OBRA;Concluido
N266;PE;11476;PNSU;61398;2066077;INSTALACION DEL SISTEMA DE ALCANTARILLADO Y MEJORAMIENTO - AMPLIACION DEL SISTEMA DE AGUA POTABLE EN EL CENTRO POBLADO DE HUAYLLAY, DISTRITO DE LURICOCHA - HUANTA - AYACUCHO;MUNICIPALIDAD DISTRITAL DE LURICOCHA;AYACUCHO;HUANTA;LURICOCHA;950;1057447.99;Transferencia;Indirecta;OBRA;Concluido
N267;PE;11476;PNSU;46782;2054979;MEJORAMIENTO DEL SISTEMA DE EVACUACION FINAL - AREA DE DESCARGA SECTOR SAN PEDRO Y PALACIOS;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE CHIMBOTE, CASMA Y HUARMEY;ANCASH;SANTA;CHIMBOTE;115550;1904320;Transferencia;Indirecta;OBRA;Concluido
N268;PE;11476;PNSU;50840;2088357;MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA LOCALIDAD DE PAIJAN – LA LIBERTAD;SEDALIB S. A.;LA LIBERTAD;ASCOPE;PAIJAN;18751;26177496.59;Transferencia;Indirecta;OBRA;Concluido
N269;PE;11476;PNSU;183886;2150532;REHABILITACION Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE NAMORA, DISTRITO DE NAMORA - CAJAMARCA - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE NAMORA;CAJAMARCA;CAJAMARCA;NAMORA;3045;7105970.99;Transferencia;Indirecta;OBRA (SALDO);Concluido
N270;PE;11476;PNSU;81732;2084773;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO MONTE ALEGRE , DISTRITO DE IRAZOLA - PADRE ABAD - UCAYALI;MUNICIPALIDAD DISTRITAL DE IRAZOLA;UCAYALI;PADRE ABAD;IRAZOLA;3060;6569189;Transferencia;Indirecta;OBRA;Concluido
N271;PE;11476;PNSU;38831;2039657;INSTALACION DEL SISTEMA DE CAMARA DE RETENCION DE SOLIDOS - HUANUCO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE HUANUCO S.A. - SEDAHUANUCO S.A.;HUANUCO;HUANUCO;HUANUCO;128000;26133;Transferencia;Indirecta;OBRA;Concluido
N272;PE;11476;PNSU;322905;2280028;INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA AMPLIACION DEL AA.HH. VILLA HERMOSA, DISTRITO DE MARCONA - NAZCA - ICA;MUNICIPALIDAD DISTRITAL DE MARCONA;ICA;NAZCA;MARCONA;460;1761468;Transferencia;Indirecta;OBRA;Concluido
N273;PE;11476;PNSU;53910;2045719;CONSTRUCION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARRILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL DISTRITO DE PACARAN;GOBIERNO REGIONAL LIMA;LIMA;CAÑETE;PACARAN;3091;6366154;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N274;PE;11476;PNSU;232260;2225715;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y LETRINAS DE LOS ANEXOS Y BARRIOS DEL DISTRITO DE HEROINAS TOLEDO , CONCEPCION, JUNIN;MUNICIPALIDAD DISTRITAL DE HEROINAS TOLEDO;JUNIN;CONCEPCION,HUANCAYO;HEROINAS TOLEDO,HUANCAYO;5285;8287890;Transferencia;Indirecta;OBRA (SALDO);Concluido
N275;PE;11476;PNSU;328846;2286964;AMPLIACION , MEJORAMIENTO Y RECUPERACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO, EN LA LOCALIDAD DE TAMBILLO, DISTRITO DE UMARI - PACHITEA - HUANUCO;MUNICIPALIDAD DISTRITAL DE UMARI;HUANUCO;PACHITEA;UMARI;834;3624059.86;Transferencia;Indirecta;OBRA;Concluido
N276;PE;11476;PNSU;140175;2148040;REHAIBILITACION Y MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA CALLE CUSCO DEL DISTRITO DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;3870;949599.86;Transferencia;Directa;OBRA;Concluido
N277;PE;11476;PNSU;1550;2022434;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE TIERRA BLANCA-SARAYACU;GOBIERNO REGIONAL LORETO;LORETO;UCAYALI;SARAYACU;2353;1994107;Transferencia;Indirecta;OBRA;Paralizada
N278;PE;11476;PNSU;377132;2338223;CREACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR LA FLORIDA LOTE 1, DISTRITO DE PARCONA - ICA - ICA;MUNICIPALIDAD DISTRITAL DE PARCONA;ICA;ICA;PARCONA;385;375009.36;Transferencia;Indirecta;OBRA;Concluido
N279;PE;11476;PNSU;50852;2065008;MEJORAMIENTO IMPLEMENTACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO C.P.M. SALTUR, DISTRITO DE SANA - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE ZAÑA;LAMBAYEQUE;CHICLAYO;SAÑA;5800;6315333.66;Transferencia;Indirecta;OBRA;Concluido
N280;PE;11476;PNSU;9311;2022722;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE QUILLABAMBA;MUNICIPALIDAD PROVINCIAL DE LA CONVENCION;CUSCO;LA CONVENCION;SANTA ANA;41389;25010163.83;Transferencia;Indirecta;OBRA (SALDO);Paralizada
N281;PE;11476;PNSU;137112;2432163;MEJORAMIENTO Y REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PARA EL A.H. CONDE DE LA VEGA - DISTRITO CERCADO DE LIMA;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;LIMA;6416;6381681;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N282;PE;11476;PNSU;232521;2164368;INSTALACION DEL SISTEMA DE DRENAJE - AUCAYACU, DISTRITO DE JOSE CRESPO Y CASTILLO - LEONCIO PRADO - HUANUCO;MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;3667;21786891.36;Transferencia;Indirecta;OBRA;Concluido
N283;PE;11476;PNSU;376498;2337541;AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMINETO DE LA CIUDAD DE LLAPA, DISTRITO DE LLAPA - SAN MIGUEL - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE LLAPA;CAJAMARCA;SAN MIGUEL;LLAPA;2180;13550716.89;Transferencia;Indirecta;OBRA;En Ejecución
N284;PE;11476;PNSU;167482;2322477;MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LOS A.H. DEL CERRO EL AGUSTINO FRENTE 2 - DISTRITO EL AGUSTINO;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;EL AGUSTINO;15921;48788698;Transferencia;Indirecta;PREINVERSION;Concluido
N285;PE;11476;PNSU;107348;2088218;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE EN LINEA DE CONDUCCION, ADUCCION Y RESERVORIO (500M3), PARA LA COBERTURA DE LOS DISTRITOS DE PUEBLO NUEVO Y GROCIO PRADO;REGION ICA-SEDE CENTRAL;ICA;CHINCHA;PUEBLO NUEVO;73260;6201286.4;Transferencia;Indirecta;OBRA;Paralizada
N286;PE;11476;PNSU;116532;2104771;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LAS LOCALIDADES DE LOCABAMBA, TAYANGA, CHUNGAL MAJADA, AGOCAS, CHAQUILLBAMBA Y SAN FERNANDO - DISTRITO DE MARCABAL, PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE MARCABAL;LA LIBERTAD;SANCHEZ CARRION;MARCABAL;2060;5097573;Transferencia;Indirecta;OBRA;Concluido
N287;PE;11476;PNSU;121810;2124120;CONSTRUCCION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LAS COMUNIDADES NATIVAS, DISTRITO DE AWAJUN - RIOJA - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE AWAJUN;SAN MARTIN;RIOJA;AWAJUN;9347;38646542.02;Transferencia;Directa;OBRA;Paralizada
N288;PE;11476;PNSU;24673;2030779;CONSTRUCCION SISTEMA DE ALCANTARILLADO RURAL DE CUELCHO;MUNICIPALIDAD PROVINCIAL DE CHACHAPOYAS;AMAZONAS;CHACHAPOYAS;CHILIQUIN;150;167427.29;Transferencia;Indirecta;OBRA;Concluido
N289;PE;11476;PNSU;50071;2084964;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN CIUDAD ETEN, DISTRITO DE ETEN - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE ETEN;LAMBAYEQUE;CHICLAYO;ETEN;11237;25750170.35;Transferencia;Directa;OBRA (SALDO);Concluido
N290;PE;11476;PNSU;53993;2052758;MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO DE LA AV. PROLONGACION FRANCISCO BOLOGNESI, PROVINCIA DE CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD PROVINCIAL DE CHICLAYO;LAMBAYEQUE;CHICLAYO;CHICLAYO;58492;11927826.26;Transferencia;Indirecta;OBRA;Convenio y/o Contrato Resuelto
N291;PE;11476;PNSU;49603;2045301;AMPLIACION DEL SISTEMA DE DESAGUE DEL BARRIO ROMANCOTO II,BARRIO LOS ANGELES Y BARRIO INDEPENDENCIA EN EL DISTRITO DE CHILCA, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN.;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE HUANCAYO;JUNIN;HUANCAYO;CHILCA;2100;1798604;Transferencia;Indirecta;OBRA;Concluido
N292;PE;11476;PNSU;53371;2047475;INSTALACION, AMPLIACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LOS AA.HH. ASENTADOS EN LAS CUENCAS 1, 2, Y 3 DE LA ZONA ALTA DE LA CIUDAD DE PAITA, PROVINCIA DE PAITA - PIURA;MUNICIPALIDAD PROVINCIAL DE PAITA;PIURA;PAITA;PAITA;52674;143756846.3;Transferencia;Indirecta;OBRA;Concluido
N293;PE;11476;PNSU;5750;2040559;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE CHACAYAN;GOBIERNO REGIONAL PASCO;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;1412;943415;Transferencia;Indirecta;OBRA;Concluido
N294;PE;11476;PNSU;69298;2068615;AMPLIACION REDES DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LOS AA.HH. MIGUEL GRAU Y ALBERTO FUJIMORI FUJIMORI, DISTRITO DE SALAVERRY - TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE SALAVERRY;LA LIBERTAD;TRUJILLO;SALAVERRY;1815;1736460;Transferencia;Indirecta;OBRA;Concluido
N295;PE;11476;PNSU;18799;2042964;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE PARAMONGA;MUNICIPALIDAD DISTRITAL DE PARAMONGA;LIMA;BARRANCA;PARAMONGA;20054;5552860;Transferencia;Indirecta;OBRA;Concluido
N296;PE;11476;PNSU;111161;2156117;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN SECTORES VIRGEN DEL SOCORRO, VICTOR RAUL, SOL NACIENTE Y ALEDAÑOS - DISTRITOS LA ESPERANZA Y HUANCHACO - TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE LA ESPERANZA;LA LIBERTAD;TRUJILLO;LA ESPERANZA;37628;68883438.04;Transferencia;Indirecta;OBRA;Concluido
N297;PE;11476;PNSU;53694;2051106;CONSTRUCCION SISTEMA DE ALCANTARILLADO DEL AA.HH 12 DE SETIEMBRE, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD PROVINCIAL DE TUMBES;TUMBES;TUMBES;TUMBES;965;550349.07;Transferencia;Indirecta;OBRA;Concluido
N298;PE;11476;PNSU;8727;2018438;CONSTRUCCION DE POZOS TUBULARES CON SISTEMA DE TUBO BALDE EN CASERIOS Y CC. NN. DE LA PROVINCIA DE ATALAYA;GOBIERNO REGIONAL UCAYALI;UCAYALI;ATALAYA;RAYMONDI;27665;1595256;Transferencia;Indirecta;OBRA;Concluido
N299;PE;11476;PNSU;9349;2019808;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DE ALCANTARILLADO DEL CENTRO POBLADO DE HUAMANMARCA - CHANCHAS;GOBIERNO REGIONAL JUNIN;JUNIN;HUANCAYO;HUAYUCACHI;3650;1950976;Transferencia;Indirecta;OBRA;Concluido
N300;PE;11476;PNSU;102227;2104490;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE  ANEXO DE VISCAS QUINOCAY;MUNICIPALIDAD DISTRITAL DE QUINIOCAY;LIMA;YAUYOS;QUINOCAY;800;215158;Transferencia;Indirecta;PREINVERSION;Concluido
N301;PE;11476;PNSU;30316;2226067;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO QUIQUIJANA;MUNICIPALIDAD DISTRITAL DE QUIQUIJANA;CUSCO;QUISPICANCHI;QUIQUIJANA;1432;1554952;Transferencia;Indirecta;OBRA;Concluido
N302;PE;11476;PNSU;324377;2281926;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CAPITAL DEL , DISTRITO DE USQUIL - OTUZCO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE USQUIL;LA LIBERTAD;OTUZCO;USQUIL;3980;8928940.24;Transferencia;Indirecta;OBRA;Concluido
N303;PE;11476;PNSU;188511;0;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PARA EL A.H. HUAMPANÍ - DISTRITO DE LURIGANCHO;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;LURIGANCHO;4715;8163108;Transferencia;Indirecta;OBRA;En Ejecución
N304;PE;11476;PNSU;176784;2142969;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCIÓN DEL SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS EN EL ANEXO DE AUCO DISTRITO DE YAUYOS, PROVINCIA DE YAUYOS - LIMA;MUNICIPALIDAD PROVINCIAL DE YAUYOS;LIMA;YAUYOS;YAUYOS;809;1896797.76;Transferencia;Indirecta;OBRA;Concluido
N305;PE;11476;PNSU;329029;2287175;INSTALACION , MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS ASENTAMIENTOS HUMANOS DE LA LOCALIDAD DE TALARA,DISTRITO DE PARIÑAS,PROVINCIA DE TALARA-DEPARTAMENTO DE PIURA;EPS GRAU;PIURA;TALARA;PARIÑAS;91786;171180154;Transferencia;Indirecta;PREINVERSION;Concluido
N306;PE;11476;PNSU;70941;2078454;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LAS PARTES ALTAS DE PAUCARPATA, DISTRITO DE PAUCARPATA, AREQUIPA, AREQUIPA. COMPONENTE SISTEMA DE ALCANTARILLADO;GOBIERNO REGIONAL DE AREQUIPA;AREQUIPA;AREQUIPA;PAUCARPATA;20905;73881083.75;Transferencia;Indirecta;OBRA (SALDO);Concluido
N307;PE;11476;PNSU;44854;2054462;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LOS CENTROS POBLADOS DE SAN PEDRO - SAN MARTIN Y ANEXOS DE SAÑOS GRANDE, AZA Y SAÑOS CHAUPI, DISTRITO DE EL TAMBO - HUANCAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE TAMBO;JUNIN;HUANCAYO;EL TAMBO;8454;5865525;Transferencia;Indirecta;OBRA;Concluido
N308;PE;11476;PNSU;42639;2041035;AMPLIACION DE RED DE ALCANTARILLADO CALLE MORALES BERMUDEZ - HUARAL EMAPA HUARAL;EMPRESA MUNICIPAL DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE HUARAL S.A.;LIMA;HUARAL;HUARAL;75;13949;Transferencia;Directa;OBRA;Concluido
N309;PE;11476;PNSU;52794;2050268;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE DEL CENTRO POBLADO MALVAL Y ANEXOS DISTRITO DE CORRALES, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE CORRALES;TUMBES;TUMBES;CORRALES;2555;1156418;Transferencia;Indirecta;OBRA;Concluido
N310;PE;11476;PNSU;106536;2089286;AMPLIACION Y MEJORAMIENTO DE LA CONDUCCIÓN DE AGUAS SERVIDAS DE LA URB. VILLA DEL MAR HASTA LA PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE LA PLAYA MEDIA LUNA DEL DISTRITO Y PROVINCIA DE ILO. REGION MOQUEGUA.;MUNICIPALIDAD PROVINCIAL DE ILO;MOQUEGUA;ILO;ILO;57576;9379402.68;Transferencia;Directa;OBRA;Concluido
N311;PE;11476;PNSU;91457;2217620;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA ZONA SUR ESTE DEL DISTRITO DE HUALMAY - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE DE HUALMAY;LIMA;HUAURA;HUALMAY;6623;4018904.4;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N312;PE;11476;PNSU;69388;2068649;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE SANTA ROSA, DISTRITO DE SANTA ROSA - JAEN - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;CAJAMARCA;JAEN;SANTA ROSA;2337;6400500;Transferencia;Indirecta;OBRA;Concluido
N313;PE;11476;PNSU;39059;2050287;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL ANEXO SINTUCO, DISTRITO DE CHOCOPE - ASCOPE - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CHOCOPE;LA LIBERTAD;ASCOPE;CHOCOPE;1401;622642;Transferencia;Indirecta;OBRA;Concluido
N314;PE;11476;PNSU;18989;2029764;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA LOCALIDAD DE ILAVE;GOBIERNO REGIONAL PUNO;PUNO;EL COLLAO;ILAVE;29929;1954384;Transferencia;Directa;OBRA;Concluido
N315;PE;11476;PNSU;51246;2051075;CONSTRUCCION SISTEMA DE AGUA POTABLE DE ISLANDIA, DISTRITO DE YAVARI - MARISCAL RAMON CASTILLA - LORETO;MUNICIPALIDAD DISTRITAL DE YAVARI;LORETO;MARISCAL RAMON CASTILLA;YAVARI;2160;1921140;Transferencia;Indirecta;OBRA;Concluido
N316;PE;11476;PNSU;264118;2182521;MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE DE LA LOCALIDAD DE SAN MIGUEL DEL RIO MAYO, DISTRITO DE TABALOSOS - LAMAS - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE TABALOSOS;SAN MARTIN;LAMAS;TABALOSOS;2240;4586524.64;Transferencia;Indirecta;OBRA;Concluido
N317;PE;11476;PNSU;46269;2047397;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA LOCALIDAD DE LAREDO, DISTRITO DE LAREDO, PROVINCIA DE TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE LAREDO;LA LIBERTAD;TRUJILLO;LAREDO;42575;38553306.47;Transferencia;Indirecta;OBRA (SALDO);Concluido
N318;PE;11476;PNSU;80117;2072550;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE MEDIANTE CAPTACION VERTICAL Y SISTEMA DE ALCANTARILLADO, CON POZO SEPTICO Y PERCOLADOR DE LA LOCALIDAD DE NUEVA REQUENA PARTE BAJA;MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;1200;5837381.53;Transferencia;Indirecta;OBRA;Concluido
N319;PE;11476;PNSU;185619;2204402;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y ALCANTARILLADO DE LA LOCALIDAD DE CHUCUITO, DISTRITO DE CHUCUITO - PUNO - PUNO;MUNICIPALIDAD DISTRITAL DE CHUCUITO;PUNO;PUNO;CHUCUITO;2241;8650470.06;Transferencia;Indirecta;OBRA (SALDO);Concluido
N320;PE;11476;PNSU;69761;2068801;MEJORAMIENTO DEL SISTEMA DE DESAGÜE EN EL SECTOR II DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;3332;3528943.8;Transferencia;Indirecta;OBRA;Concluido
